Proposicoes,Ementa,Autor,UF,Partido,Apresentscao,Situacao,Link,Codfificacao Georgia,Codificacao Flavia,Codfificacao por busca de palavras,pandemia,covid,coronav,emergencial,calamidade
PL 2060/2020,"Cria pacote de benefícios para os profissionais de serviços hospitalares que comprovadamente permanecerem em atividade durante o estado de calamidade pública reconhecido pelo Decreto Legislativo nº 6, de 20 de março de 2020, decorrente do coronavírus (COVID-19).",Joice Hasselmann,SP,PSL,22/04/2020,Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250292,1,1,1,#VALUE!,253,240,#VALUE!,140
PL 1875/2020,"Modifica o Decreto 2.484 de 7 de dezembro de 1940 para majorar a pena dos crimes contra a administração pública cometidos durante estado de calamidade, guerra ou pandemia.",Kim Kataguiri;Patricia Ferraz;Paula Belmonte,SP;AP;DF,DEM;PODE;CIDADANIA,14/04/2020,Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2248211,1,1,1,163,#VALUE!,#VALUE!,#VALUE!,141
PL 1409/2020,"Determina que em caso de declaração de epidemia, pandemia ou surtos provocados por doenças contagiosas ou que tenha sido declarado Estado de Calamidade Pública sejam tomadas medidas imediatas que garantam a saúde e preservação da vida de todos profissionais considerados essenciais ao controle de doenças e manutenção da ordem pública.
NOVA EMENTA: Altera a Lei nº 13.979, de 6 de fevereiro de 2020, para determinar a adoção de medidas imediatas que preservem a saúde e a vida de todos os profissionais considerados essenciais ao controle de doenças e à manutenção da ordem pública, durante a emergência de saúde pública decorrente do coronavírus responsável pelo surto de 2019.

NOVA EMENTA: Altera a Lei nº 13.979, de 6 de fevereiro de 2020, para determinar a adoção de medidas imediatas que preservem a saúde e a vida de todos os profissionais considerados essenciais ao controle de doenças e à manutenção da ordem pública, durante a emergência de saúde pública decorrente do coronavírus responsável pelo surto de 2019",Dr. Zacharias Calil;Adriana Ventura;Mariana Carvalho;Alexandre Padilha;Jorge Solla;Dra. Soraya Manato,GO;SP;RO;SP;BA;ES,DEM;NOVO;PSDB;PT;PT;PSL,01/04/2020,Transformado em Norma Jurídica,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242681,1,1,1,50,#VALUE!,636,#VALUE!,142
PL 1557/2020,"Dispõe sobre auxílio emergencial financeiro para os agricultores familiares, para amenizar os prejuízos da pandemia do Covid-19 e do estado de calamidade pública, reconhecido pelo Decreto Legislativo n. 6, de 20 de março de 2020 e dá outras providências.",Vilson da Fetaemg;Danilo Cabral;Ted Conti,MG;PE;ES,PSB;PSB;PSB,03/04/2020,Arquivada,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2243075,1,1,1,108,120,#VALUE!,22,144
PL 1556/2020,"Dispõe sobre medidas emergenciais de assistência aos agricultores familiares, para amenizar os prejuízos da pandemia do Covid-19 e do estado de calamidade pública e dá outras providências.",Vilson da Fetaemg;Danilo Cabral;Ted Conti;Denis Bezerra,MG;PE;ES;CE,PSB;PSB;PSB;PSB,03/04/2020,Arquivada,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2243074,1,1,1,109,121,#VALUE!,#VALUE!,145
PL 2318/2020,"Dispõe sobre o prazo de restituição do Imposto de Renda da Pessoa Física (IRPF) do exercício de 2020, ano base de 2019, em razão da situação de calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, decorrente da pandemia da COVID-19, declarada pela Organização Mundial da Saúde.  ",Assis Carvalho,PI,PT,30/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250974,1,1,1,230,242,#VALUE!,#VALUE!,145
PL 1403/2020,"Dispõe sobre a movimentação da conta vinculada do trabalhador no Fundo de Garantia do Tempo de Serviço  FGTS em caso de emergência, de estado de calamidade pública ou de pandemia declarada pela Organização Mundial da Saúde, reconhecidos pelo Poder Executivo Federal.",Luiz Nishimori,PR,PL,01/04/2020,Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242672,1,1,1,171,#VALUE!,#VALUE!,#VALUE!,146
PL 1739/2020,"Atribui nova redação à Lei nº 10.260, de 12 de julho de 2001, para incluir o artigo 15-N, que cuida da suspensão de prazos nos casos de pandemia e calamidade pública.",Delegado Marcelo Freitas,MG,PSL,08/04/2020,Arquivada,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2247021,1,1,1,137,#VALUE!,#VALUE!,#VALUE!,148
PL 2107/2020,"Acrescenta parágrafo único ao Art. 2º da Lei nº 13.180, de 22 de outubro de 2015, para garantir a concessão de crédito pessoal sem juros em caso de calamidade pública nacional ou estado de emergência decorrente de pandemia internacional e dá outras providências.",Maria do Rosário,RS,PT,22/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250407,1,1,1,215,#VALUE!,#VALUE!,#VALUE!,149
PL 1890/2020,Prorroga o prazo para pagamento de tributos e contribuições federais e estabelece formas de parcelamentos de débitos tributários durante o estado de calamidade pública ou pandemia reconhecidos pelo Governo Federal.,Charlles Evangelista,MG,PSL,14/04/2020,Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2248239,1,1,1,172,#VALUE!,#VALUE!,#VALUE!,150
PL 2128/2020,"Dispõe sobre a compensação integral de saldos de prejuízo fiscal e bases negativas de CSLL no ano-calendário de 2020, para enfrentamento do estado de calamidade pública reconhecido pelo Decreto Legislativo nº 6, de 20 de março de 2020, e da emergência de saúde pública de importância internacional decorrente do Coronavírus SARS-CoV-2 (Covid-19), de que trata a Lei nº 13.979, de 6 de fevereiro de 2020.",Eduardo Costa,PA,PTB,23/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250438,1,1,1,#VALUE!,337,313,#VALUE!,151
PL 1899/2020,"Dispõe sobre a suspensão de pagamentos de operações de crédito contratadas por pessoas naturais e diminuição dos juros durante o período do estado de calamidade referente ao Covid-19 previsto no Decreto Legislativo nº 6, de 20 de março de 2020.",Dra. Soraya Manato;Jorge Solla;Paula Belmonte,ES;BA;DF,PSL;PT;CIDADANIA,15/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2248258,1,1,1,#VALUE!,175,#VALUE!,#VALUE!,151
MPV 936/2020,"Institui o Programa Emergencial de Manutenção do Emprego e da Renda e dispõe sobre medidas trabalhistas complementares para enfrentamento do estado de calamidade pública reconhecido pelo Decreto Legislativo nº 6, de 20 de março de 2020, e da emergência de saúde pública de importância internacional decorrente do coronavírus (covid-19), de que trata a Lei nº 13.979, de 6 de fevereiro de 2020, e dá outras providências.

NOVA EMENTA: Institui o Programa Emergencial de Manutenção do Emprego e da Renda; dispõe sobre medidas complementares para enfrentamento do estado de calamidade pública reconhecido pelo Decreto Legislativo nº 6, de 20 de março de 2020, e da emergência de saúde pública de importância internacional decorrente do coronavírus, de que trata a Lei nº 13.979, de 6 de fevereiro de 2020; altera a Consolidação das Leis do Trabalho (CLT), aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943, e as Leis nºs 8.212, de 24 de julho de 1991, 8.213, de 24 de julho de 1991, 10.101, de 19 de dezembro de 2000, 12.546, de 14 de dezembro de 2011, 10.865, de 30 de abril de 2004, e 8.177, de 1º de março de 1991; e dá outras providências,",Poder Executivo,,,01/04/2020,Transformado em Norma Jurídica,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242618,1,1,1,#VALUE!,327,314,21,152
PL 2086/2020,"Suspende retroativamente e impede novos registros no Cadastro Informativo de créditos não quitados do setor público federal – CADIN, enquanto vigente a calamidade pública decorrente da pandemia da Covid-19.",Eduardo Bismarck,CE,PDT,22/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250371,1,1,1,186,198,#VALUE!,#VALUE!,153
PL 1889/2020,"Institui Pensão Vitalícia em benefício da família do segurado, nos casos que específica, em decorrência do coronavírus (COVID-19), durante a vigência da calamidade de saúde pública, e dá outras providências. ",Mauro Nazif;Rosana Valle;Danilo Cabral;Luciano Ducci;Camilo Capiberibe;Lídice da Mata;Denis Bezerra;Rafael Motta;Alessandro Molon,RO;SP;PE;PR;AP;BA;CE;RN;RJ,PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB,14/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2248238,1,1,1,#VALUE!,121,108,#VALUE!,154
PL 2134/2020,"Altera a Lei nº 13.979, de 6 de fevereiro de 2020, para acrescentar causas de aumento de pena excepcionais para crimes cometidos na vigência do estado de calamidade decorrente do COVID-19.",Daniel Trzeciak,RS,PSDB,23/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250446,1,1,1,#VALUE!,180,#VALUE!,#VALUE!,155
PL 2262/2020,"Institui Moratória para suspender o pagamento dos parcelamentos instituídos pela Lei 13.155, de 04 de agosto de 2015, PROFUT, em razão do enfrentamento da calamidade pública decorrente da pandemia do Coronavírus (COVID-19).",Danrlei de Deus Hinterholz,RS,PSD,28/04/2020,Arquivada,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250819,1,1,1,189,214,201,#VALUE!,156
PL 2240/2020,"Autoriza a realização de assembleias, ordinárias e extraordinárias, na modalidade virtual e remota,  necessárias nestes período de pandemia e de estado de calamidade pública, respeitados todos os limites legais inerentes a cada caso.",Alexandre Frota,SP,PSDB,28/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250758,1,1,1,132,#VALUE!,#VALUE!,#VALUE!,156
PL 2052/2020,Permite a  contratação temporária de médicos brasileiros formados no exterior que não prestaram o REVALIDA para o combate a COVID 19 no período do Estado de Calamidade Pública,Luizão Goulart,PR,REPUBLIC,20/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250060,1,1,1,#VALUE!,125,#VALUE!,#VALUE!,158
PL 1678/2020,"Dispõe sobre medidas a serem adotadas para a proteção e segurança dos profissionais da saúde essenciais ao combate ao coronavírus, enquanto durar o estado de calamidade pública decretado pelo Congresso Nacional.",Eduardo Bismarck,CE,PDT,07/04/2020,Arquivada,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2244915,1,1,1,#VALUE!,#VALUE!,119,#VALUE!,159
PL 1664/2020,"Altera a Lei 9.991, de 24 de julho de 2000, para dispor sobre a isenção das contas de energia elétrica para os usuários da tarifa social durante o período de calamidade pública em razão do COVID-19.",Luis Tibé,MG,AVANTE,07/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2244217,1,1,1,#VALUE!,190,#VALUE!,#VALUE!,159
PL 1558/2020,"Dispõe sobre o incentivo emergencial para a aquisição de produtos da agricultura familiar, visando amenizar os prejuízos da pandemia do Covid-19 e do estado de calamidade pública, reconhecido pelo Decreto Legislativo n. 6, de 20 de março de 2020 e dá outras providências.",Vilson da Fetaemg;Danilo Cabral;Rosana Valle,MG;PE;SP,PSB;PSB;PSB,03/04/2020,Arquivada,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2243076,1,1,1,125,137,#VALUE!,26,161
PL 1811/2020,"Reserva 5% das unidades dos meios de hospedagem da rede hoteleira do Brasil, cadastrados no CADASTUR, para assistência à saúde em caso de pandemia, epidemia ou calamidade pública.",Rosangela Gomes,RJ,REPUBLIC,13/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2247960,1,1,1,139,#VALUE!,#VALUE!,#VALUE!,161
PL 2229/2020,Dispõe sobre a redução proporcional na cobrança das mensaldidades nas Instituições de Ensino Superior da rede privada durante a pandemia da Covid-19 em estado de calamidade pública e dá outras providências.,Túlio Gadêlha,PE,PDT,28/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250731,1,1,1,129,141,#VALUE!,#VALUE!,163
PL 1654/2020,Dispõe sobre o aumento em dobro das penas dos crimes relacionados ao saque fraudulento de benefícios previdenciários e do benefício assistencial durante o período de calamidade pública causada pela pandemia de coronavirus.,Filipe Barros,PR,PSL,07/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2244201,1,1,1,199,#VALUE!,211,#VALUE!,167
PL 1910/2020,"Institui o Adicional de Insalubridade Extraordinário de Combate ao COVID-19 aos Agentes Comunitários de Saúde e aos Agentes de Combate às Endemias durante o estado de calamidade de saúde pública, e dá outras disposições.",Dr. Leonardo,MT,SOLIDARI,15/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2248291,1,1,1,#VALUE!,68,#VALUE!,#VALUE!,168
PL 1496/2020,"Dispõe sobre a obrigatoriedade de redução das mensalidades das instituições privadas de ensino fundamental, ensino médio e ensino superior durante durante o estado de calamidade pública relacionado ao Covid-19.",Delegado Waldir,GO,PSL,02/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242851,1,1,1,#VALUE!,202,#VALUE!,#VALUE!,168
PL 1483/2020,"Estabelece prioridade de atendimento aos profissionais de saúde na destinação de equipamentos de proteção, na testagem e no tratamento da covid-19, durante o estado de calamidade pública declarado em virtude do surto do coronavírus SARS-CoV2, nas condições que especifica.",Túlio Gadêlha,PE,PDT,02/04/2020,Arquivada,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242819,1,1,1,#VALUE!,139,221,#VALUE!,169
PL 1938/2020,"Dispõe sobre os pagamentos feitos pela Administração Pública, em razão de contrato administrativo, ao Microempreendedor Individual e a Micro Empresa, durante o período de calamidade pública decorrente da pandemia do Coronavírus - Covid-19 e dá outras providências.",Rosana Valle,SP,PSB,15/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2249306,1,1,1,205,231,217,#VALUE!,172
PL 1666/2020,"Cria o programa Cartão Brasileiro de Alimentação, para oferecer recursos para aquisição de alimentos para pessoas em situação de vulnerabilidade social, enquanto durar o estado de calamidade pública, em razão do COVID-19.",Luis Tibé,MG,AVANTE,07/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2244219,1,1,1,#VALUE!,213,#VALUE!,#VALUE!,181
PL 2217/2020,"Prevê a percepção de adicional de insalubridade em grau máximo, previsto no art. 192 da Consolidação das Leis do Trabalho (CLT), para os profissionais da saúde, durante o estado de calamidade pública provocado pela pandemia do Coronavírus (Covid-19).",Hélio Leite,PA,DEM,27/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250682,1,1,1,216,241,228,#VALUE!,182
PL 2281/2020,"Dispõe sobre a suspensão do pagamento de empréstimos relativos ao Fundo de Financiamento Estudantil – FIES de que trata a Lei nº 10.260, de 12 de julho de 2001 em face do estado de calamidade pública reconhecido pelo Decreto Legislativo nº 6, de 20 de março de 2020 e da emergência de saúde pública de importância internacional decorrente do coronavírus (covid-19).",Léo Moraes,RO,PODE,28/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250839,1,1,1,#VALUE!,356,343,#VALUE!,182
PL 1982/2020,"Dispõe sobre a suspensão do pagamento de empréstimos relativos ao Fundo de Financiamento Estudantil "" FIES de que trata a Lei nº 10.260, de 12 de julho de 2001 em face do estado de calamidade pública reconhecido pelo Decreto Legislativo nº 6, de 20 de março de 2020 e da emergência de saúde pública de importância internacional decorrente do coronavírus (covid-19).",Léo Moraes,RO,PODE,16/04/2020,Arquivada,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2249899,1,1,1,#VALUE!,356,343,#VALUE!,182
